updatetime,updateinterval,authoritycode,sectionid,traveltime,travelspeed,congestionlevelid,congestionlevel,hashistorical,hasvd,hasavi,hasetag,hasgvp,hascvp,hasothers,datacollecttime
2022-01-19 16:32:27,60,THB,3000900118479U,18,47,B,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000900118503U,7,47,B,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000900118512U,12,47,B,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000900118528U,11,47,B,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000900118542U,8,43,B,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940000010G,4,44,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940000015G,8,44,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940000025G,61,44,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940000100G,26,31,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940000122G,26,32,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940000145G,6,30,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940000150G,18,30,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940000165G,7,31,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940000171G,14,31,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940000183G,5,30,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940000187G,8,41,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940000196G,1,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940000198G,155,45,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940000392G,16,50,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940000414G,76,50,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940000520G,73,50,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940000622G,73,50,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940000723G,73,50,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940000825G,73,50,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940000927G,74,50,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940001030G,72,50,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940001130G,92,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940001232G,92,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940001334G,92,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940001436G,73,50,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940001537G,86,50,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940001656G,34,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940001694G,20,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940001716G,17,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940001735G,14,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940002856G,1,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940002860G,5,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940002867G,39,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940002910G,13,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940002925G,29,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940002957G,20,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940002979G,110,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940003171G,25,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940003215G,67,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940003333G,58,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940003435G,57,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940003535G,57,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940003635G,57,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940003735G,57,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940003835G,57,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940003935G,57,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940004035G,57,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940004135G,57,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940004235G,57,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940004335G,57,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940004435G,57,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940004535G,57,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940004635G,57,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940004735G,57,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940004835G,57,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940004935G,45,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940005014G,4,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940005021G,96,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940005189G,27,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940005237G,2,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940005241G,30,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940005293U,19,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940005327U,31,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940005382U,13,63,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940005405U,5,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940005412U,32,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940005834U,65,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940005923U,79,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940006030U,67,47,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940006118U,52,47,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940006186U,110,47,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940006329U,54,47,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940006399U,19,47,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940006502U,39,47,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940006553U,74,47,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940006650U,77,47,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940006751U,110,47,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940006899U,1,47,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940100009G,4,51,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940100015G,7,51,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940100025G,53,51,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940100100G,18,43,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940100122G,20,42,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940100145G,4,45,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940100150G,14,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940100165G,5,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940100171G,11,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940100183G,5,32,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940100187G,6,52,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940100196G,1,60,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940100198G,179,39,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940100392G,20,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940100414G,95,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940100520G,92,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940100622G,89,41,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940100723G,1,-99,D,0,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940100825G,1,-99,D,0,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940100927G,1,-99,D,0,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940101030G,72,50,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940101130G,87,42,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940101232G,87,42,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940101334G,87,42,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940101436G,87,42,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940101537G,102,42,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940101656G,34,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940101694G,20,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940101716G,17,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940101735G,14,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940102856G,2,43,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940102860G,5,48,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940102867G,29,53,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940102910G,8,60,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940102925G,24,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940102957G,16,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940102979G,141,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940103171G,32,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940103215G,87,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940103333G,75,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940103435G,73,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940103535G,73,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940103635G,73,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940103735G,73,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940103835G,73,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940103935G,73,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940104035G,73,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940104135G,73,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940104235G,73,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940104335G,73,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940104435G,73,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940104535G,73,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940104635G,73,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940104735G,73,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940104835G,73,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940104935G,58,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940105014G,5,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940105021G,123,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940105189G,35,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940105237G,3,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940105241G,31,60,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940105293U,20,60,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940105327U,33,60,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940105382U,14,60,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940105405U,5,53,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940105412U,29,54,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940105834U,53,60,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940105923U,64,60,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940106030U,79,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940106118U,61,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940106186U,129,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940106329U,63,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940106399U,23,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940106502U,37,49,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940106553U,87,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940106650U,91,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940106751U,130,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
2022-01-19 16:32:27,60,THB,3000940106899U,1,40,D,1,0,1,0,1,1,0,0,2022-01-19 16:32:27
